postcode,nitrate
38459,188.33333333333334
49770,187.66666666666666
27628,140.5
31603,120.70222222222225
38124,115.0
31228,113.0
27721,111.0
27248,110.33333333333333
29485,108.33333333333333
38474,106.33333333333333
21755,103.0
38176,102.16
29565,102.0
30982,89.83333333333333
29348,89.5
29488,89.176
29649,88.84750000000001
38542,86.93846153846152
48499,86.53333333333335
21640,86.2
21702,84.6
27333,84.1
38120,84.1
21629,81.9
27386,81.13222222222223
29386,80.76666666666667
31234,79.8
31638,79.7
26835,79.66571428571424
27239,79.57777777777778
38179,75.3
31303,74.43181818181819
31608,73.53333333333333
27383,73.3904761904762
49696,72.55999999999999
31595,71.05333333333333
26655,70.96
21643,70.3
31789,69.96
38465,69.5
31036,68.6
49577,67.498
49843,67.21499999999999
26605,67.1
31275,65.89999999999999
27245,65.73666666666668
27232,65.5988888888889
26219,64.71833333333332
37620,64.2
49824,64.01740740740743
21258,63.7
27252,63.38666666666666
27243,62.30285714285714
38704,62.0
21717,59.81333333333333
31558,59.718333333333334
31180,58.9
21220,57.6
30559,57.53333333333333
29367,57.5
21769,57.13684210526318
49176,56.88333333333333
27259,56.72
49777,56.38900000000001
49429,55.6992857142857
38442,55.65666666666667
29320,54.531666666666666
48455,53.285714285714285
26197,53.257777777777775
27389,52.81888888888889
27624,52.650000000000006
31035,52.23333333333333
27612,52.2
29614,52.13583333333333
49401,52.08000000000001
29378,51.61387096774193
29345,51.053333333333335
27404,50.97111111111113
49134,50.75
30539,50.721111111111114
49681,49.836666666666666
31028,49.800000000000004
21646,48.70000000000001
21649,48.415
49191,48.25
38690,47.73333333333333
28790,47.720000000000006
27211,47.69111111111111
31515,47.6
27308,47.01666666666667
30900,46.15272727272727
21376,46.0
29303,44.92666666666667
49828,44.872499999999995
21435,44.47
26180,44.47
38543,44.413333333333334
38228,44.29999999999999
29394,42.980000000000004
21369,42.96666666666667
26125,42.5
48465,42.41333333333333
31535,41.90000000000001
38324,41.771428571428565
38165,41.6
49143,41.53333333333333
26901,41.52444444444445
31311,41.082499999999996
37133,40.5
31868,40.379999999999995
38259,40.3
38368,40.040000000000006
37130,39.120000000000005
31020,38.13
49740,38.11846153846154
31135,37.63333333333333
21644,37.6
31860,37.25
29633,36.62916666666668
49084,36.3
27432,35.8075
38104,35.0
31613,34.96666666666667
49201,34.5
30966,34.260000000000005
29643,34.205714285714286
21255,34.1
49744,33.87600000000001
27446,33.86333333333334
28857,33.68
21279,33.61
49688,33.44
29399,33.3
27305,33.05777777777777
49179,32.76
49661,32.47833333333333
49838,31.926666666666673
27478,31.790000000000003
49448,31.773333333333337
30938,31.69037037037038
26441,30.615
37642,30.5
0,30.33090909090909
31737,30.30454545454545
31621,30.2
37619,30.176923076923075
31840,29.581333333333326
31171,29.33
38551,29.208
49847,28.9525
31832,28.788333333333338
29683,28.521666666666665
26899,28.413999999999998
37079,28.3
37574,28.099999999999998
38464,27.900000000000002
31061,27.7125
38271,27.666666666666668
31079,27.619999999999997
31226,27.433333333333334
27607,26.94
49751,26.6
28832,26.599999999999998
21218,26.324999999999996
30459,26.1
49356,26.1
31749,25.91111111111111
27616,25.855000000000004
37197,25.7
37412,25.7
29476,25.633333333333336
27374,25.492222222222225
37581,25.41111111111111
48480,25.038333333333338
21391,24.908571428571427
29473,24.525454545454544
49205,24.166666666666668
29456,23.900000000000002
37154,23.9
49626,23.333333333333332
37434,23.15
49733,22.897499999999997
37191,22.728571428571428
31619,22.676666666666666
27356,22.485
49377,21.939999999999994
27313,21.885555555555552
29664,21.698
37124,21.683333333333334
49406,21.371666666666666
49324,21.32
49170,21.292307692307688
49832,20.977777777777774
27476,20.8
37539,20.46
21271,20.0
34355,19.837500000000002
37176,19.833333333333332
49080,19.7
37649,19.200000000000003
37697,17.7
37127,17.52
49774,17.483333333333334
38644,17.3
38729,17.1625
21789,17.15
49811,17.05909090909091
38315,16.985555555555557
38723,16.866666666666664
31167,16.85333333333333
29553,16.599999999999998
49419,16.400000000000002
30175,16.333333333333332
38239,16.116
37120,15.833333333333334
21272,15.533333333333337
37181,15.320000000000002
27367,15.276666666666666
31855,14.65
21256,14.566666666666668
27711,14.47888888888889
31188,14.165000000000001
37431,14.1
34346,13.899999999999999
48488,13.755
38385,13.566666666666668
49326,13.233333333333334
27412,13.025714285714285
26817,12.831999999999999
31157,12.735000000000001
30926,12.58
37170,12.495555555555555
31039,12.233333333333333
38518,11.075000000000003
49624,10.593333333333334
31812,10.3825
29640,10.351111111111113
49413,10.280000000000003
38173,10.2
38112,9.936666666666666
49328,9.829999999999998
37633,9.756666666666666
37136,9.3
26892,9.3
49451,9.3
21400,9.063999999999998
38268,8.853333333333333
30880,8.653333333333332
26409,8.414545454545452
49424,8.32
49124,8.147
38304,7.97
30916,7.97
37075,7.966666666666666
30519,7.87
29328,7.533333333333333
37186,7.53
49434,7.439999999999999
31089,7.313333333333333
37603,6.86875
37647,6.605
31073,6.558888888888888
31632,6.419999999999999
26871,6.386666666666666
49393,6.372727272727272
37632,6.206
31636,6.2
37139,6.2
37635,6.047499999999999
38159,5.753333333333333
29365,5.75
37449,5.75
37194,5.75
38707,5.634285714285714
27336,5.3133333333333335
38527,5.3100000000000005
31091,5.31
29393,4.87
49599,4.645555555555554
37589,4.52
38700,4.38
37586,4.37
38667,3.98
37520,3.9625
38154,3.9045454545454548
38524,3.7725000000000004
31195,3.76
21274,3.628000000000001
37691,3.628
49565,3.559999999999999
27801,3.32
31606,3.3133333333333344
31848,3.25
21385,2.655
29361,2.6533333333333333
30855,2.6199999999999997
38126,2.61
26548,2.5
49456,2.4566666666666666
38536,2.435
27798,2.388
49219,2.333333333333333
26845,2.3225000000000007
26629,2.3
29494,2.27375
29587,2.216666666666667
37639,2.2133333333333334
26909,2.143333333333333
29690,2.080000000000001
31655,1.995
29359,1.9033333333333333
29229,1.86
38312,1.812
27777,1.68
29693,1.67
21217,1.51
38553,1.4933333333333334
29396,1.4900000000000002
31683,1.4800000000000002
26670,1.3699999999999999
49699,1.2699999999999998
29379,1.22
38468,1.22
29358,1.1500000000000001
31008,1.14
26954,1.11
21449,1.1066666666666667
29331,1.0833333333333335
26465,1.0
26571,1.0
31246,0.8466666666666668
31628,0.8466666666666667
26345,0.8400000000000003
30890,0.7866666666666668
49716,0.7544444444444446
27729,0.7183333333333333
27299,0.6988888888888891
27321,0.6800000000000002
26969,0.665
31088,0.66
27419,0.66
31552,0.66
29313,0.66
26349,0.66
30826,0.6233333333333334
27804,0.6075
28870,0.5955555555555555
28865,0.5566666666666666
49584,0.5333333333333333
49152,0.52
49835,0.5000000000000001
26169,0.49888888888888894
38528,0.48
49593,0.48
38539,0.48
38685,0.48
26907,0.48
38170,0.48
38448,0.48
38554,0.48
49635,0.48
27339,0.47000000000000003
49757,0.47
49849,0.4666666666666666
38446,0.46399999999999997
29308,0.46166666666666667
26831,0.4580000000000001
49685,0.4533333333333333
26446,0.44000000000000017
26725,0.44000000000000006
21436,0.44000000000000006
21423,0.44000000000000006
21765,0.44000000000000006
29578,0.44000000000000006
21379,0.44000000000000006
26215,0.44000000000000006
26939,0.44000000000000006
26340,0.44000000000000006
26160,0.44
21706,0.44
21709,0.44
21710,0.44
29459,0.44
29475,0.44
21720,0.44
21723,0.44
21726,0.44
21745,0.44
48527,0.44
21787,0.44
48531,0.44
26133,0.44
29468,0.44
48529,0.44
21684,0.44
21770,0.44
21775,0.44
21785,0.44
29481,0.44
27283,0.44
21683,0.44
29482,0.44
30455,0.44
30419,0.44
49767,0.44
49762,0.44
30173,0.44
29699,0.44
30827,0.44
29646,0.44
30952,0.44
21368,0.44
29594,0.44
29574,0.44
21386,0.44
29571,0.44
29549,0.44
